caseid_new,marital_status,age,partner_age,education,partner_education,ethnicity,children,visits_relatives,gender,house,income,msa,rent,political,religion,work,lgbtq,success,age_diff_abs,gender_older,education_difference
4365483,divorced,48,30,bachelor's degree or higher,some college,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,muslim,working - as a paid employee,0,0.0,18,0,1
4367541,married,54,55,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,5,male,a one-family house attached to one or more houses,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,1,0
4370581,married,58,58,some college,high school,"white, non-hispanic",0.0,6,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,0,0,1
4372371,married,37,37,bachelor's degree or higher,bachelor's degree or higher,"other, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,0,0,0
4377571,married,57,71,high school,less than high school,"2+ races, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$20,000 to $24,999",non-metro,owned or being bought by you or someone in your household,democrat,pentecostal,not working - disabled,0,1.0,14,0,1
4378411,married,41,39,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,2,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,0.0,2,0,0
4381301,married,30,41,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,democrat,none,working - as a paid employee,0,1.0,11,0,0
4382215,never married,21,20,some college,some college,"2+ races, non-hispanic",1.0,4,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,0.0,1,1,0
4384351,married,35,38,bachelor's degree or higher,some college,"white, non-hispanic",2.0,7,female,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,3,0,1
4386461,married,46,42,less than high school,bachelor's degree or higher,hispanic,0.0,0,male,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,4,0,3
4390521,married,52,48,high school,some college,"white, non-hispanic",1.0,2,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,4,0,1
4394621,married,62,61,high school,high school,"white, non-hispanic",0.0,3,male,a building with 2 or more apartments,"$75,000 to $84,999",metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,0
4395551,married,55,42,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,0,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,13,0,0
4398711,married,71,69,less than high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,2,0,1
4401631,married,63,67,high school,some college,"white, non-hispanic",1.0,0,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,4,1,1
4402581,married,58,61,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,3,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - other,0,1.0,3,0,0
4405615,never married,61,55,high school,high school,"white, non-hispanic",0.0,6,male,a one-family house detached from any other house,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,6,0,0
4408851,married,85,53,high school,high school,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$30,000 to $34,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,32,1,0
4409781,married,78,75,less than high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,3,0,1
4412621,married,62,62,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,3,male,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - self-employed,0,1.0,0,0,0
4423471,married,47,52,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,jewish,working - as a paid employee,0,1.0,5,1,1
4426401,married,40,40,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,0,female,a one-family house detached from any other house,"$85,000 to $99,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,working - self-employed,0,1.0,0,0,0
4427246,living with partner,24,22,high school,high school,"2+ races, non-hispanic",1.0,7,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,other,none,not working - other,0,1.0,2,1,0
4431503,divorced,50,51,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,1,0
4432576,living with partner,57,40,some college,bachelor's degree or higher,"2+ races, non-hispanic",0.0,5,female,a one-family house detached from any other house,"$12,500 to $14,999",metro,rented for cash,democrat,catholic,not working - disabled,0,0.0,17,1,1
4436663,divorced,66,54,bachelor's degree or higher,bachelor's degree or higher,"black, non-hispanic",0.0,6,female,a building with 2 or more apartments,"$10,000 to $12,499",metro,rented for cash,democrat,pentecostal,not working - retired,0,1.0,12,1,0
4438365,never married,36,38,less than high school,high school,"black, non-hispanic",0.0,15,female,a one-family house detached from any other house,"$7,500 to $9,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - disabled,0,1.0,2,0,1
4442531,married,53,58,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,1,female,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - as a paid employee,0,1.0,5,0,0
4443431,married,43,41,some college,less than high school,"white, non-hispanic",2.0,1,female,a mobile home,"$20,000 to $24,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,2,1,2
4444421,married,42,39,some college,some college,"white, non-hispanic",0.0,15,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - self-employed,0,0.0,3,1,0
4445475,never married,47,51,bachelor's degree or higher,some college,"other, non-hispanic",0.0,4,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,4,0,1
4451663,divorced,66,52,some college,less than high school,"2+ races, non-hispanic",0.0,5,male,a one-family house attached to one or more houses,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,0.0,14,0,2
